address,subdistrict_code,BEDROOMS,BATHROOMS,SIZE,PROPERTY TYPE,avg_distance_to_nearest_station,nearest_station_count,rent
1485,-1,1.0,1.0,,9,0.4,3,2492
1950,198,2.0,2.0,,0,0.5,3,4600
1858,129,,1.0,554.0,24,0.4,3,2688
1010,85,2.0,2.0,,9,0.4,3,4498
760,152,3.0,3.0,,0,0.3,3,12497
699,-1,2.0,1.0,,9,0.6,3,2350
2431,203,1.0,1.0,510.0,9,0.2,3,5200
1188,-1,,1.0,,24,0.4,3,1350
1223,85,1.0,1.0,,9,0.3,3,2250
429,-1,2.0,2.0,,0,0.4,3,6500
497,54,2.0,1.0,,18,1.4,3,1700
2855,47,2.0,1.0,,9,0.7,3,1850
1603,82,1.0,1.0,,15,0.7,3,1200
1704,-1,2.0,1.0,,9,0.9,3,1750
765,91,1.0,1.0,,9,0.7,3,1500
909,129,1.0,1.0,,9,0.2,3,2650
952,94,1.0,1.0,,9,0.3,3,2500
954,152,2.0,1.0,,-1,0.4,3,2300
141,-1,2.0,1.0,,0,0.4,3,2500
1872,-1,4.0,2.0,,18,0.4,3,5000
2442,71,1.0,1.0,,9,0.5,3,1725
814,-1,1.0,20.0,,15,0.4,3,1450
883,-1,1.0,1.0,,9,0.6,3,2100
747,-1,1.0,1.0,,9,0.4,3,2340
2630,-1,3.0,,,9,0.3,3,3098
1756,-1,1.0,1.0,,9,0.5,3,3198
2829,-1,1.0,1.0,,9,0.4,3,1595
370,-1,1.0,1.0,536.0,0,0.3,3,3450
1435,-1,2.0,2.0,,9,0.3,3,5503
890,-1,,,,21,0.8,3,150
1712,-1,4.0,2.0,,9,0.4,3,2643
993,88,,1.0,205.0,24,0.2,3,1387
1236,152,1.0,1.0,,0,0.4,3,2925
164,133,,1.0,,24,0.3,3,1595
2045,149,1.0,1.0,,9,0.3,3,1500
580,186,3.0,2.0,,9,0.2,3,5417
206,-1,,1.0,,9,0.7,3,1175
2063,149,3.0,2.0,,22,0.3,3,4000
1105,83,1.0,1.0,,0,0.7,3,1250
1155,142,3.0,2.0,,0,0.6,3,6197
1229,130,2.0,1.0,,9,0.5,3,2297
2098,-1,1.0,1.0,,9,0.5,3,2350
2049,180,,1.0,,24,0.6,3,1150
2021,94,2.0,1.0,,9,0.3,3,2100
1583,157,3.0,3.0,,25,1.1,3,2700
1500,-1,2.0,2.0,,0,0.3,3,5000
2330,-1,2.0,1.0,,0,0.5,3,2496
123,129,3.0,3.0,2067.0,0,0.9,3,8667
2827,-1,1.0,1.0,,9,0.4,3,1600
1435,-1,1.0,1.0,,9,0.3,3,3354
354,35,1.0,1.0,,0,0.4,3,2950
2160,94,3.0,2.0,737.0,0,0.2,3,3250
1081,174,,1.0,430.0,24,0.6,3,1583
2335,-1,3.0,2.0,1375.0,0,0.6,3,3000
677,47,2.0,2.0,,22,0.7,3,2750
2037,-1,,1.0,,9,0.1,3,1650
2788,-1,,1.0,355.0,0,0.5,3,1550
2077,207,2.0,1.0,,25,0.7,3,1650
1330,131,2.0,2.0,,0,0.7,3,3650
1154,142,2.0,2.0,,9,0.6,3,4199
1857,-1,4.0,1.0,,9,0.4,3,4732
248,-1,2.0,,,0,0.4,3,2750
998,-1,2.0,2.0,,9,0.6,3,1998
1538,-1,2.0,2.0,1412.0,9,0.4,3,5200
1933,53,1.0,,570.0,9,0.6,3,2095
1234,-1,3.0,2.0,,9,0.6,3,3900
2565,148,2.0,2.0,785.0,9,0.4,3,2500
350,162,2.0,2.0,,-1,0.5,3,1950
2778,-1,3.0,3.0,,9,0.4,3,2275
761,152,1.0,1.0,,0,0.3,3,3120
1499,-1,2.0,2.0,,0,0.3,3,4900
1917,149,1.0,1.0,,9,0.3,3,2250
1576,-1,3.0,2.0,,0,0.3,3,9533
25,-1,1.0,,,9,0.4,3,2925
1214,-1,4.0,4.0,,9,0.4,3,3033
2564,85,2.0,1.0,600.0,8,0.5,3,2850
383,187,1.0,1.0,520.0,9,0.3,3,2925
1650,171,2.0,2.0,,0,1.4,3,1900
502,82,2.0,1.0,,0,0.4,3,2200
77,140,1.0,1.0,431.0,0,0.3,3,3200
255,-1,2.0,1.0,,9,0.6,3,2817
448,171,,1.0,,0,1.5,3,900
2768,-1,1.0,1.0,,13,1.1,2,1150
2425,-1,1.0,1.0,,9,0.6,3,1250
1669,60,2.0,2.0,969.0,0,0.6,3,2995
2580,85,2.0,2.0,,0,0.5,3,2850
2430,-1,3.0,1.0,,14,0.8,3,2799
2439,-1,1.0,1.0,,9,0.5,3,1450
413,-1,4.0,2.0,2594.0,9,0.4,3,16900
1328,-1,1.0,1.0,574.0,0,0.6,3,2150
461,-1,2.0,1.0,,0,0.3,3,2750
1186,198,2.0,1.0,731.0,7,0.2,3,3358
703,-1,4.0,1.0,,-1,0.5,3,3550
1870,83,3.0,1.0,1234.0,9,0.8,3,3000
293,122,2.0,1.0,,0,1.5,3,1750
1260,-1,2.0,1.0,,9,0.5,3,1894
2502,198,,1.0,,24,0.3,3,1300
704,176,1.0,1.0,,-1,1.4,3,850
1026,150,3.0,3.0,,9,0.6,3,5997
2164,-1,,1.0,,24,0.8,3,1000
1791,-1,3.0,2.0,1050.0,0,0.5,3,5300
132,-1,1.0,1.0,,0,0.6,3,1275
1778,-1,3.0,3.0,,0,0.4,3,5850
764,84,,1.0,320.0,24,0.4,3,1400
945,151,2.0,2.0,,9,0.4,3,3683
479,-1,1.0,1.0,344.0,0,0.3,3,2232
1235,-1,4.0,2.0,,25,0.7,3,3850
1270,-1,2.0,2.0,,9,1.3,3,1450
1471,-1,1.0,1.0,,0,0.4,3,1800
1202,-1,1.0,1.0,,0,1.0,3,1300
1240,61,2.0,2.0,1184.0,0,0.5,3,4000
2805,-1,2.0,2.0,,0,0.2,3,4800
1539,-1,2.0,2.0,,7,0.3,3,2600
426,-1,2.0,1.0,,0,0.4,3,2375
2670,84,1.0,1.0,,0,0.8,3,2000
1781,81,4.0,1.0,,0,0.3,3,4350
2141,-1,2.0,1.0,667.0,9,0.2,3,2773
2873,-1,2.0,2.0,,9,0.5,3,2817
1933,53,,,404.0,24,0.6,3,1695
2648,-1,5.0,,,14,1.9,3,5000
339,133,3.0,2.0,,14,1.7,3,4000
1841,196,2.0,1.0,850.0,0,0.3,3,3250
737,137,2.0,1.0,,14,0.9,3,3750
268,-1,3.0,1.0,,9,1.1,3,2000
1331,137,2.0,1.0,,9,0.7,3,3000
1264,-1,1.0,1.0,,9,1.0,3,1250
1288,-1,1.0,1.0,,0,0.6,3,1300
2515,166,2.0,2.0,857.0,0,0.6,3,2350
1158,-1,1.0,1.0,,15,0.5,3,800
744,-1,1.0,1.0,600.0,0,0.5,3,3225
653,-1,2.0,2.0,,22,0.4,3,2800
1004,-1,2.0,1.0,,9,0.4,3,2102
2426,90,2.0,2.0,,9,0.6,3,2747
906,151,2.0,1.0,,9,0.4,3,2999
831,-1,1.0,1.0,548.0,0,0.3,3,2000
1465,167,2.0,1.0,,9,0.6,3,2300
1247,-1,2.0,2.0,915.0,9,0.2,3,3467
1700,-1,2.0,1.0,,9,0.7,3,1995
995,85,1.0,1.0,,0,0.4,3,1750
1933,53,1.0,1.0,592.0,9,0.6,3,1995
2188,-1,2.0,1.0,674.0,9,0.4,3,3000
738,150,2.0,1.0,,0,0.4,3,2050
1869,182,3.0,3.0,1722.0,9,0.3,3,6300
1653,-1,2.0,2.0,,9,0.6,3,2500
864,-1,2.0,1.0,,9,0.3,3,3445
1802,132,3.0,3.0,,9,0.5,3,4500
898,-1,2.0,2.0,1211.0,0,0.4,3,5958
521,-1,1.0,1.0,,9,0.6,3,1800
2872,-1,2.0,2.0,,9,0.5,3,2492
971,81,1.0,1.0,,0,0.2,3,2700
90,-1,,1.0,,15,0.5,3,850
1072,182,2.0,1.0,,9,0.3,3,2100
1909,149,2.0,2.0,922.0,9,0.4,3,3965
50,-1,2.0,2.0,,0,0.5,3,3450
1727,84,1.0,1.0,523.0,9,0.5,3,1625
1341,-1,,1.0,258.0,9,0.4,3,1560
718,-1,1.0,1.0,187.0,9,0.5,3,1150
1933,53,1.0,,570.0,9,0.6,3,1895
2430,-1,3.0,1.0,,9,0.8,3,2799
1103,-1,1.0,1.0,,9,0.8,3,1500
2626,136,,1.0,,24,0.5,3,1445
1933,53,1.0,,538.0,9,0.6,3,2045
1049,147,2.0,1.0,,9,2.1,3,4550
1048,-1,2.0,1.0,,9,0.4,3,2600
1354,-1,4.0,,,9,0.4,3,5417
971,81,,1.0,,0,0.2,3,2470
2842,136,3.0,2.0,1574.0,25,0.6,3,13000
1212,-1,2.0,1.0,,9,0.5,3,1995
1933,53,1.0,,630.0,9,0.6,3,2045
174,-1,1.0,1.0,,9,0.4,3,4117
2440,162,1.0,1.0,,0,0.5,3,1500
69,67,3.0,2.0,,18,0.6,3,2300
556,-1,,1.0,,9,0.7,3,1250
490,168,2.0,2.0,,0,1.3,3,2200
2308,129,2.0,2.0,834.0,0,0.4,3,3000
1221,-1,,1.0,,24,0.3,3,1245
1126,198,2.0,1.0,750.0,9,0.3,3,2995
918,84,,1.0,,24,0.5,3,1300
153,70,3.0,1.0,,25,0.4,3,3300
2673,-1,3.0,2.0,,9,0.7,3,3000
165,-1,2.0,1.0,,9,0.6,3,3500
1068,122,3.0,2.0,,8,1.7,3,2100
2205,182,2.0,1.0,618.0,9,0.3,3,2097
2602,-1,2.0,2.0,,9,1.6,3,1850
1707,-1,1.0,20.0,,15,0.4,3,1675
1171,-1,2.0,2.0,,9,0.3,3,2500
485,187,1.0,1.0,,9,0.3,3,2817
553,155,2.0,1.0,,9,0.7,3,2300
2635,-1,,1.0,,24,0.4,3,1450
720,43,1.0,2.0,,15,0.9,3,625
652,77,1.0,1.0,,9,0.7,3,1500
1933,53,1.0,1.0,529.0,9,0.6,3,1845
104,61,2.0,2.0,,9,0.5,3,4000
573,84,5.0,2.0,,9,0.6,3,3800
418,198,1.0,1.0,,9,0.5,3,2000
276,72,3.0,1.0,,9,0.7,3,2300
528,128,2.0,2.0,,0,0.6,3,6500
569,35,1.0,1.0,,9,0.6,3,2200
1581,199,2.0,2.0,,0,0.3,3,6500
2498,164,3.0,2.0,1075.0,23,0.7,3,2200
872,-1,3.0,,,0,0.4,3,3748
1490,-1,2.0,1.0,,9,0.7,3,2100
798,-1,2.0,1.0,605.0,0,0.2,3,5000
500,-1,2.0,2.0,,9,0.5,3,1950
569,35,2.0,2.0,76.0,9,0.5,3,3900
160,35,1.0,1.0,,0,0.6,3,2375
997,53,1.0,1.0,,0,0.4,3,1984
1983,-1,2.0,2.0,712.0,0,0.7,3,4312
1983,-1,2.0,2.0,850.0,0,0.7,3,6153
1983,-1,3.0,3.0,1214.0,0,0.7,3,8428
1636,37,1.0,,527.0,0,0.3,3,2200
360,-1,4.0,2.0,,5,0.8,3,3200
278,-1,4.0,1.0,,14,1.7,3,2100
1159,-1,1.0,1.0,,9,0.5,3,2058
1609,-1,1.0,1.0,,0,0.5,3,2100
897,181,1.0,,,15,0.4,3,880
2311,167,1.0,1.0,,14,0.6,3,1950
1738,-1,1.0,1.0,,0,0.2,3,3120
2465,-1,1.0,1.0,,9,0.5,3,1150
142,-1,1.0,1.0,,9,0.4,3,1785
1266,-1,3.0,2.0,,9,0.6,3,2875
673,180,2.0,2.0,,9,0.4,3,3200
758,-1,1.0,,,0,0.3,3,1733
2206,-1,1.0,1.0,452.0,0,0.3,3,3730
267,-1,4.0,2.0,,14,1.2,3,6250
939,205,1.0,1.0,,9,0.7,3,1295
2155,205,2.0,1.0,,9,0.6,3,2400
1479,75,1.0,1.0,,9,0.4,3,3350
106,168,1.0,2.0,,15,1.4,3,725
679,74,1.0,1.0,,10,0.4,3,725
1798,81,1.0,1.0,,9,0.3,3,1750
569,35,1.0,1.0,590.0,0,0.5,3,2747
1357,208,1.0,1.0,,9,1.3,3,1200
1856,1,4.0,1.0,,23,1.7,3,1600
2202,174,,1.0,,24,0.6,3,1096
2838,-1,2.0,2.0,874.0,0,0.4,3,5500
1642,-1,3.0,1.0,,9,0.5,3,2643
412,-1,1.0,1.0,,0,0.4,3,4767
455,-1,2.0,1.0,732.0,0,0.5,3,1600
585,188,1.0,1.0,,0,0.3,3,2817
133,90,1.0,1.0,,9,0.4,3,2492
37,147,2.0,1.0,,9,0.4,3,3900
911,-1,2.0,2.0,800.0,0,0.5,3,3410
2592,-1,1.0,1.0,,0,0.4,3,3033
1918,-1,2.0,1.0,,9,0.4,3,2999
2476,-1,,1.0,,9,0.4,3,1582
2263,179,2.0,1.0,,0,0.3,3,4333
1845,129,2.0,2.0,,9,0.4,3,5200
513,-1,2.0,1.0,,0,0.4,3,3000
1831,136,2.0,2.0,,0,0.7,3,2771
458,150,1.0,1.0,,0,0.6,3,2200
617,147,2.0,2.0,1018.0,9,0.5,3,6500
1147,-1,2.0,2.0,912.0,0,0.4,3,3150
1490,-1,1.0,1.0,,9,0.7,3,1950
1940,152,2.0,2.0,,0,0.3,3,5200
788,-1,2.0,2.0,,9,0.4,3,3250
2545,168,,1.0,,0,10.8,3,1550
723,-1,3.0,2.0,,9,0.3,3,3000
2313,132,1.0,1.0,,9,0.6,3,1599
1395,-1,,1.0,257.0,9,0.2,3,1668
1156,-1,2.0,1.0,,9,0.5,3,2197
2534,-1,2.0,1.0,,0,3.1,3,1195
1582,208,,1.0,,24,1.3,3,1100
650,150,2.0,2.0,,0,0.5,3,3500
173,120,1.0,1.0,,0,1.5,3,1450
1350,155,,1.0,,9,0.8,3,1400
2497,-1,,1.0,301.0,9,0.3,3,1625
2342,-1,2.0,1.0,,0,0.7,3,2150
312,-1,2.0,1.0,,9,0.4,3,2817
961,-1,3.0,3.0,,9,0.4,3,4996
2178,45,3.0,1.0,,0,0.5,3,2300
2538,-1,2.0,2.0,907.0,0,0.5,3,4602
899,-1,1.0,1.0,,9,0.2,3,1885
1164,-1,1.0,1.0,398.0,0,0.4,3,2000
1461,-1,3.0,2.0,,14,1.0,3,2300
1153,141,,1.0,,9,0.4,3,2496
1014,142,2.0,1.0,710.0,9,0.4,3,4330
2187,147,2.0,1.0,,9,0.7,3,5417
983,46,3.0,,,5,0.5,3,2600
1943,-1,1.0,1.0,685.0,0,0.4,3,4225
1585,-1,2.0,1.0,,9,0.3,3,2249
1431,-1,2.0,2.0,936.0,9,0.5,3,5633
1431,-1,2.0,2.0,936.0,9,0.5,3,8667
905,151,2.0,1.0,604.0,9,0.4,3,3000
903,128,3.0,2.0,880.0,9,0.6,3,3748
2117,155,2.0,2.0,1019.0,25,0.7,3,5500
2417,-1,2.0,1.0,,0,0.3,3,1750
1725,167,2.0,2.0,990.0,0,0.5,3,3050
401,-1,3.0,1.0,,18,0.5,3,2600
2841,137,2.0,1.0,,9,0.6,3,2000
1149,86,2.0,1.0,,9,0.8,3,1600
1245,-1,1.0,1.0,366.0,0,0.6,3,1595
163,78,2.0,1.0,,9,0.7,3,1950
2100,186,2.0,1.0,,8,0.4,3,6500
572,-1,2.0,2.0,,9,0.4,3,3250
1213,178,,1.0,,9,0.6,3,1350
2523,-1,2.0,1.0,,9,0.3,3,2999
592,-1,,1.0,,24,0.7,3,950
2690,-1,1.0,1.0,258.0,0,0.2,3,1842
2722,197,2.0,,,0,0.3,3,4500
1935,-1,1.0,1.0,619.0,0,0.3,3,3250
67,-1,3.0,2.0,1145.0,9,0.2,3,7778
536,-1,4.0,1.0,,25,0.4,3,2900
2777,-1,2.0,1.0,,9,0.7,3,1950
159,35,1.0,1.0,,0,0.6,3,2375
481,-1,1.0,1.0,,9,0.2,3,1998
2036,-1,,1.0,119.0,24,0.2,3,2752
2129,-1,2.0,2.0,,9,0.8,3,2210
838,-1,5.0,3.0,,5,1.7,3,4990
463,-1,,1.0,,24,0.2,3,2167
1714,78,4.0,2.0,,9,0.4,3,2643
2184,43,3.0,1.0,,23,0.7,3,2750
470,180,3.0,3.0,,0,0.2,3,9967
2381,85,3.0,2.0,1173.0,9,0.4,3,3600
2720,129,1.0,1.0,,0,0.4,3,2578
893,-1,2.0,2.0,,0,0.5,3,3467
1764,-1,3.0,1.0,,23,1.5,3,2200
1353,-1,2.0,1.0,718.0,0,0.5,3,2000
970,129,2.0,2.0,,0,0.4,3,3033
66,-1,2.0,1.0,,0,0.2,3,4537
1039,183,,1.0,,24,0.2,3,1582
1303,179,1.0,2.0,1345.0,14,0.4,3,6000
1250,191,3.0,3.0,,9,0.2,3,5997
1167,72,1.0,1.0,,0,0.4,3,2200
171,85,2.0,1.0,,0,0.3,3,3467
1498,-1,2.0,2.0,,0,0.3,3,4500
2603,-1,3.0,2.0,,25,1.0,3,2350
1291,-1,1.0,1.0,441.0,9,0.8,3,1450
1663,129,1.0,1.0,,9,0.4,3,2349
1050,150,2.0,1.0,743.0,9,0.5,3,1975
1510,165,2.0,1.0,,0,0.5,3,1795
1789,-1,1.0,1.0,,9,0.3,3,2600
1994,-1,2.0,,,18,1.2,3,1600
251,87,4.0,1.0,,14,0.4,3,3200
1967,-1,2.0,1.0,,0,1.3,3,1250
1607,-1,,,,11,0.3,3,200
492,53,3.0,3.0,,22,0.4,3,3250
283,90,4.0,3.0,,25,0.4,3,17117
423,81,1.0,1.0,,0,0.3,3,2300
2877,-1,1.0,1.0,,9,0.4,3,2747
2189,-1,2.0,2.0,,12,0.5,3,3683
1152,142,2.0,2.0,850.0,9,0.4,3,4984
1713,-1,4.0,1.0,,9,0.4,3,3012
1454,210,2.0,1.0,,25,2.2,3,1700
701,86,2.0,1.0,,0,0.9,3,1750
1160,-1,1.0,1.0,,9,0.5,3,2362
828,-1,3.0,3.0,,-1,0.6,3,4983
1081,174,3.0,2.0,941.0,0,0.6,3,2972
110,-1,2.0,2.0,,9,0.6,3,1898
1267,-1,1.0,1.0,,9,0.4,3,1250
2496,141,4.0,3.0,,14,0.5,3,5000
498,-1,2.0,1.0,832.0,9,0.8,3,1625
226,130,2.0,2.0,1360.0,19,0.4,3,4500
1671,-1,1.0,1.0,,9,0.6,3,1600
967,-1,5.0,2.0,,25,0.7,3,3499
1059,-1,3.0,3.0,928.0,0,0.3,3,5980
2191,128,2.0,2.0,,9,0.5,3,3683
2845,-1,2.0,1.0,,9,0.8,3,1400
41,-1,1.0,1.0,,0,0.3,3,1525
1779,140,3.0,3.0,1615.0,0,0.4,3,5490
1880,-1,2.0,1.0,,6,0.5,3,2250
257,129,,1.0,,24,0.3,3,1495
2646,170,3.0,2.0,,0,1.2,3,3115
1129,-1,3.0,1.0,,9,0.3,3,3500
2657,-1,2.0,,,9,0.5,3,2495
2818,-1,3.0,3.0,1523.0,0,0.2,3,7995
1552,37,1.0,1.0,,0,0.4,3,2145
2646,170,1.0,1.0,,0,1.2,3,1740
289,94,1.0,1.0,592.0,0,0.3,3,3590
1326,74,1.0,1.0,,9,0.3,3,1600
2039,-1,1.0,1.0,,9,0.3,3,1993
1840,-1,2.0,2.0,718.0,9,0.5,3,2167
539,147,3.0,3.0,,9,0.7,3,27083
2847,53,,,160.0,15,0.7,3,953
2646,170,2.0,2.0,,0,1.2,3,2300
2804,-1,,1.0,,0,0.5,3,1450
2183,-1,2.0,1.0,,9,0.4,3,2400
2646,170,2.0,2.0,,0,1.2,3,2050
2029,-1,2.0,2.0,,9,0.4,3,4030
269,-1,2.0,1.0,,25,0.9,3,1500
1755,140,1.0,1.0,,9,0.6,3,3200
1808,147,2.0,2.0,,0,0.7,3,4333
88,90,1.0,1.0,,0,0.4,3,2150
423,81,4.0,2.0,,0,0.3,3,4600
1682,-1,2.0,2.0,,9,1.2,3,1695
925,-1,2.0,1.0,,0,0.4,3,2500
882,-1,1.0,1.0,,0,0.6,3,2000
1482,-1,2.0,1.0,928.0,9,0.4,3,3500
1482,-1,2.0,1.0,928.0,9,0.4,3,5000
1040,183,,1.0,,0,0.2,3,1582
1166,-1,2.0,1.0,,0,0.4,3,2500
953,-1,2.0,1.0,679.0,0,0.5,3,2200
1115,87,3.0,1.0,,0,0.3,3,3358
2623,-1,2.0,1.0,,0,0.3,3,2300
3,-1,1.0,1.0,,9,0.5,3,1300
1045,-1,4.0,3.0,,18,0.5,3,6000
1550,87,1.0,1.0,376.0,9,0.5,3,1585
1299,-1,2.0,2.0,,9,0.5,3,3700
480,200,1.0,1.0,,0,0.3,3,2232
1955,90,2.0,1.0,,0,0.7,3,3250
2119,85,2.0,2.0,,25,0.4,3,3878
2193,-1,,1.0,,24,1.2,3,900
1077,-1,1.0,1.0,,0,1.2,3,1450
433,-1,3.0,3.0,1800.0,0,0.4,3,5893
433,-1,3.0,4.0,1800.0,0,0.4,3,5893
473,-1,,1.0,,24,0.3,3,1400
2246,151,3.0,3.0,,9,0.4,3,8212
1591,-1,1.0,1.0,,9,0.4,3,1777
2320,150,3.0,2.0,,14,0.6,3,4500
2325,-1,2.0,2.0,958.0,9,0.3,3,2500
213,-1,2.0,2.0,,0,1.1,3,1500
854,149,,1.0,248.0,24,0.3,3,1650
1231,46,2.0,2.0,980.0,0,0.5,3,2684
1027,150,3.0,3.0,,0,0.5,3,6000
2542,120,2.0,2.0,,0,1.5,3,2100
584,154,2.0,,1335.0,9,0.8,3,4750
996,-1,2.0,1.0,,9,0.5,3,2999
2176,129,3.0,1.0,,14,0.7,3,3142
837,187,3.0,3.0,,0,0.2,3,28166
57,-1,2.0,2.0,,0,0.4,3,3200
2774,-1,2.0,1.0,,9,0.5,3,1775
1922,151,2.0,2.0,,9,0.4,3,3250
850,137,2.0,1.0,,0,0.5,3,2250
2199,-1,2.0,2.0,840.0,9,0.5,3,2400
2846,51,2.0,1.0,,18,0.8,3,1600
179,-1,2.0,1.0,689.0,0,0.8,3,1800
2456,-1,1.0,,,15,0.5,3,900
97,-1,2.0,2.0,,9,0.4,3,2297
2063,149,2.0,2.0,861.0,9,0.3,3,4350
881,-1,1.0,1.0,,0,0.5,3,3000
2686,139,1.0,1.0,,9,0.3,3,2795
2834,85,1.0,1.0,,0,0.4,3,2150
1041,180,1.0,1.0,,9,0.2,3,2000
358,-1,1.0,1.0,574.0,0,0.6,3,2201
2063,149,,1.0,323.0,24,0.3,3,1680
556,-1,,1.0,,24,0.7,3,1100
2074,156,3.0,2.0,,0,0.9,3,4015
2568,-1,2.0,1.0,,0,0.4,3,3358
1921,151,,1.0,,0,0.4,3,1235
2144,151,5.0,5.0,2789.0,19,0.5,3,16445
827,86,2.0,2.0,,9,1.0,3,1990
2581,-1,1.0,1.0,538.0,0,0.3,3,4280
1175,-1,2.0,,,9,0.4,3,2500
888,136,2.0,2.0,786.0,0,0.6,3,2700
58,-1,2.0,1.0,916.0,7,0.4,3,3250
1924,-1,4.0,2.0,1290.0,0,0.4,3,5980
1323,-1,2.0,2.0,,0,0.3,3,2680
274,-1,2.0,1.0,,9,0.3,3,2450
477,46,2.0,2.0,,0,0.5,3,1850
1928,-1,,1.0,,24,0.5,3,1798
511,-1,2.0,2.0,,0,0.4,3,4324
2814,49,1.0,1.0,,8,1.2,3,1300
2483,81,2.0,1.0,,0,0.3,3,2500
511,-1,2.0,2.0,,0,0.4,3,4400
2101,186,2.0,1.0,,0,0.4,3,6500
2804,-1,1.0,1.0,,0,0.6,3,1700
2457,-1,2.0,2.0,,0,1.3,3,1550
1187,52,2.0,2.0,,0,0.9,3,1975
478,-1,1.0,1.0,352.0,9,0.3,3,2232
1750,94,,1.0,,0,0.1,3,1450
94,-1,6.0,5.0,,14,0.4,3,11245
1970,-1,2.0,1.0,754.0,0,0.6,3,3000
1397,-1,1.0,1.0,460.0,9,0.7,3,1650
964,-1,,1.0,,9,0.5,3,1400
107,-1,1.0,1.0,,9,0.7,3,2115
1752,90,4.0,3.0,,5,0.3,3,12000
2166,150,1.0,1.0,585.0,9,0.4,3,1900
2256,-1,1.0,1.0,,15,0.4,3,800
1680,-1,2.0,2.0,798.0,0,0.4,3,2800
84,-1,1.0,1.0,,9,0.8,3,2197
803,-1,3.0,1.0,786.0,9,0.4,3,2999
1657,25,2.0,2.0,943.0,0,0.2,3,3400
1157,-1,3.0,2.0,,0,0.8,3,3150
1903,100,2.0,2.0,,9,0.5,3,2300
786,25,1.0,1.0,485.0,0,0.3,3,1900
1804,106,2.0,1.0,,9,0.9,3,1950
1522,-1,1.0,1.0,,9,0.3,3,2249
639,118,4.0,2.0,1798.0,26,0.2,3,4250
1472,101,1.0,1.0,,9,0.7,3,1950
2252,-1,2.0,1.0,,23,0.6,3,2000
2698,-1,4.0,1.0,,0,0.5,3,3500
1348,-1,5.0,2.0,,23,0.8,3,3000
2526,-1,2.0,,,5,0.3,3,1746
167,25,,1.0,366.0,0,0.3,3,1900
2433,-1,2.0,1.0,,0,1.3,3,1850
231,25,1.0,1.0,611.0,0,0.3,3,2300
1926,-1,1.0,1.0,,9,0.8,3,1500
1512,25,1.0,1.0,,0,0.2,3,2200
221,-1,1.0,1.0,403.0,9,0.2,3,1400
2124,-1,2.0,1.0,576.0,0,0.7,3,2000
887,-1,3.0,2.0,,9,0.4,3,2500
2378,-1,,1.0,,24,0.3,3,1777
2421,25,2.0,1.0,570.0,0,0.3,3,2100
402,-1,2.0,,,9,0.4,3,2499
231,25,2.0,2.0,,0,0.3,3,2934
2606,94,,1.0,,24,0.6,3,1650
1927,94,,1.0,,24,0.8,3,1500
745,25,1.0,1.0,,0,0.5,3,1625
646,-1,2.0,2.0,836.0,0,0.3,3,4790
389,-1,2.0,1.0,945.0,0,0.2,3,4190
2046,-1,1.0,1.0,500.0,0,0.3,3,2750
804,-1,2.0,2.0,698.0,0,0.3,3,3450
1676,-1,,1.0,366.0,0,0.2,3,2450
855,-1,3.0,1.0,,0,0.3,3,2850
2520,-1,2.0,2.0,763.0,0,0.4,3,3240
2520,-1,1.0,1.0,432.0,0,0.4,3,2430
1076,-1,,1.0,396.0,0,0.4,3,2040
2520,-1,1.0,1.0,563.0,0,0.4,3,2540
1844,-1,2.0,2.0,700.0,0,0.8,3,2990
1838,-1,3.0,2.0,905.0,0,0.2,3,4540
1194,-1,2.0,2.0,853.0,0,0.2,3,4390
233,-1,2.0,2.0,818.0,0,0.3,3,4060
1737,31,2.0,1.0,,0,0.5,3,2750
76,25,2.0,1.0,,9,0.2,3,4397
1850,25,1.0,1.0,,9,0.2,3,2903
1850,25,1.0,1.0,,9,0.2,3,3250
2794,56,4.0,2.0,1123.0,25,0.9,3,2800
11,25,1.0,1.0,,9,0.3,3,2860
76,25,2.0,1.0,,9,0.2,3,4052
1850,25,1.0,1.0,,9,0.2,3,4000
1850,25,1.0,1.0,,9,0.2,3,3500
1850,25,,1.0,,9,0.2,3,2492
1737,31,3.0,2.0,,0,0.5,3,3300
1850,25,3.0,2.0,,9,0.2,3,7390
2094,25,2.0,1.0,,9,0.4,3,2200
599,101,2.0,2.0,731.0,0,0.5,3,2000
1370,-1,,1.0,189.0,10,0.6,3,1425
923,16,3.0,1.0,,25,1.1,3,2150
640,-1,,1.0,151.0,24,0.4,3,2102
1109,106,2.0,1.0,769.0,9,0.9,3,2700
2796,-1,2.0,2.0,,0,0.3,3,4182
2796,-1,2.0,2.0,,0,0.3,3,4247
2386,-1,2.0,2.0,650.0,0,0.1,3,3140
2217,-1,1.0,1.0,,0,0.3,3,2270
1990,25,2.0,2.0,,9,0.2,3,3400
2482,101,,1.0,,24,0.5,3,1200
2587,24,1.0,2.0,,10,0.7,3,1250
1404,95,1.0,1.0,,9,0.3,3,1850
1503,-1,2.0,2.0,900.0,0,0.6,3,3240
1720,-1,2.0,2.0,,0,0.4,3,2500
2241,-1,4.0,2.0,,26,0.6,3,4000
1060,112,2.0,1.0,,25,0.4,3,1725
1368,-1,1.0,1.0,,10,0.6,3,1300
1709,-1,1.0,1.0,,10,0.6,3,950
503,101,3.0,2.0,,9,0.8,3,3200
1545,97,2.0,1.0,,18,0.6,3,1850
