address,subdistrict_code,BEDROOMS,BATHROOMS,SIZE,PROPERTY TYPE,avg_distance_to_nearest_station,nearest_station_count,rent
1555,25,2.0,2.0,,9,0.5,3,2200
2481,-1,4.0,1.0,,25,0.5,3,2500
936,93,2.0,1.0,,25,0.7,3,1725
773,98,2.0,2.0,,0,0.2,3,2000
1658,25,2.0,2.0,,0,0.2,3,3400
2217,-1,1.0,1.0,,0,0.3,3,2260
2617,113,2.0,1.0,,9,0.6,3,2150
1715,58,2.0,1.0,,9,0.7,3,1950
2332,103,2.0,2.0,,9,1.1,3,1800
2859,117,2.0,1.0,,25,0.6,3,2200
1038,-1,5.0,2.0,,25,0.9,3,4750
1007,-1,1.0,1.0,,9,0.5,3,2100
1990,25,1.0,1.0,,9,0.2,3,2300
1963,98,5.0,3.0,,25,0.4,3,4000
1578,98,1.0,1.0,,9,0.5,3,1500
414,26,2.0,1.0,896.0,14,0.4,3,2250
235,-1,6.0,3.0,1270.0,25,0.4,3,5700
2197,-1,2.0,2.0,773.0,9,0.5,3,2600
647,-1,1.0,1.0,444.0,9,0.3,3,2650
2609,94,2.0,1.0,647.0,9,0.8,3,2900
559,-1,2.0,2.0,,9,0.3,3,4030
1814,118,2.0,2.0,763.0,9,0.6,3,2350
1161,-1,1.0,1.0,442.0,9,0.8,3,1200
1818,25,2.0,2.0,,0,0.4,3,2995
1043,-1,3.0,2.0,,14,0.6,3,3500
564,-1,2.0,2.0,,9,0.3,3,3987
117,98,1.0,,,9,0.2,3,1500
2346,-1,1.0,1.0,430.0,9,0.7,3,2700
637,95,3.0,1.0,,25,0.5,3,2300
1556,114,1.0,1.0,,0,0.4,3,1600
885,25,1.0,3.0,,15,0.4,3,950
2419,22,2.0,1.0,,9,0.5,3,1800
1600,-1,2.0,1.0,,18,0.8,3,1750
205,118,1.0,1.0,,9,0.8,3,2050
2553,39,2.0,2.0,846.0,0,0.2,3,4333
2823,-1,2.0,1.0,,0,0.4,3,2400
1868,-1,,1.0,,24,0.3,3,1798
1355,-1,2.0,2.0,,9,0.3,3,3000
1535,55,2.0,1.0,,0,0.8,3,1700
991,99,1.0,1.0,,0,0.5,3,1350
774,-1,1.0,1.0,,9,0.3,3,1500
762,-1,3.0,1.0,,9,0.4,3,2817
1763,-1,2.0,2.0,756.0,0,0.4,3,2520
1744,-1,1.0,1.0,535.0,0,0.4,3,2120
800,25,1.0,1.0,,9,0.2,3,2200
26,-1,,1.0,,24,0.4,3,1452
1376,-1,2.0,2.0,893.0,0,0.4,3,2820
1278,-1,2.0,2.0,785.0,0,0.4,3,2930
1278,-1,1.0,1.0,542.0,0,0.4,3,2440
1843,26,1.0,1.0,,0,0.4,3,2150
29,-1,1.0,1.0,,0,0.3,3,1450
586,95,1.0,1.0,,10,0.6,3,795
1263,23,,1.0,,24,0.5,3,1350
1599,25,3.0,2.0,,25,0.3,3,2450
2627,110,2.0,2.0,,0,0.5,3,1950
2604,116,3.0,1.0,,25,0.8,3,2250
2529,27,1.0,1.0,538.0,9,0.4,3,1850
840,-1,4.0,2.0,,23,0.9,3,2750
420,-1,1.0,1.0,,9,0.8,3,1798
2529,27,1.0,1.0,538.0,9,0.4,3,1875
2411,-1,2.0,1.0,,9,0.3,3,2097
1107,22,3.0,1.0,,25,0.6,3,2899
857,103,4.0,2.0,,5,1.2,3,2500
331,27,2.0,2.0,,0,0.2,3,2450
404,12,2.0,1.0,,18,0.9,3,1400
2165,14,3.0,1.0,,8,1.0,3,2200
2429,-1,2.0,2.0,,9,0.6,3,2200
1365,95,4.0,2.0,,8,0.5,3,4250
1790,25,1.0,1.0,495.0,0,0.3,3,2000
705,-1,,1.0,,9,0.4,3,1733
1838,-1,1.0,1.0,545.0,0,0.2,3,3390
190,29,1.0,1.0,,9,0.4,3,1993
2764,25,1.0,1.0,,9,0.3,3,1800
2404,-1,2.0,1.0,,9,0.3,3,2600
2251,25,3.0,2.0,78.0,0,0.5,3,2500
336,-1,1.0,1.0,519.0,0,0.4,3,1850
2795,113,,,,15,0.5,3,997
2507,97,1.0,1.0,,9,0.8,3,1300
1534,-1,1.0,1.0,635.0,0,0.4,3,2370
2795,113,,,,15,0.5,3,1040
2505,-1,3.0,1.0,646.0,2,1.1,3,1650
63,27,2.0,2.0,,0,0.2,3,2450
1673,-1,3.0,1.0,,9,0.3,3,2100
2795,113,,,,15,0.5,3,1170
1544,98,,1.0,,24,0.6,3,1250
464,25,1.0,,,9,0.4,3,1599
2384,25,2.0,2.0,,0,0.2,3,3850
95,-1,1.0,1.0,,9,0.4,3,2050
2578,103,2.0,2.0,,9,0.3,3,1700
2123,-1,2.0,2.0,743.0,9,0.3,3,2475
2352,-1,1.0,,,9,0.4,3,1800
2780,-1,1.0,1.0,,9,0.7,3,1500
2708,97,3.0,2.0,,0,0.6,3,2400
328,27,1.0,1.0,600.0,0,0.5,3,2195
2586,-1,2.0,1.0,,9,0.3,3,2920
1477,27,2.0,2.0,,9,0.4,3,2050
2257,24,2.0,1.0,,9,0.6,3,1750
61,27,1.0,1.0,,0,0.4,3,1825
1183,-1,1.0,1.0,,9,0.2,3,2899
51,56,1.0,1.0,,0,1.0,3,1535
1711,27,1.0,,,0,0.4,3,1950
2789,26,2.0,1.0,,9,0.4,3,2100
1042,95,2.0,1.0,561.0,9,0.5,3,1750
2577,103,3.0,3.0,,0,0.3,3,2375
947,29,1.0,1.0,441.0,0,0.4,3,2817
750,95,1.0,1.0,,9,0.3,3,2050
1518,-1,1.0,1.0,,9,0.3,3,2730
52,27,3.0,2.0,,0,0.4,3,2800
2458,-1,2.0,1.0,,23,0.4,3,1750
1518,-1,,1.0,,9,0.3,3,2275
1717,-1,2.0,2.0,,9,0.5,3,2300
2232,-1,3.0,1.0,,9,0.5,3,2495
557,30,3.0,3.0,,9,0.4,3,4498
261,95,2.0,2.0,872.0,0,0.4,3,2350
19,-1,2.0,2.0,,0,0.5,3,3900
2695,-1,1.0,1.0,,9,0.4,3,1750
644,-1,1.0,1.0,432.0,9,0.3,3,2600
1588,-1,4.0,2.0,,23,1.1,3,3350
805,27,2.0,2.0,,0,0.4,3,2999
467,-1,1.0,1.0,,9,0.3,3,1898
1736,30,2.0,2.0,,9,0.3,3,3900
1520,25,2.0,1.0,,0,0.3,3,4000
1201,22,1.0,1.0,,9,0.3,3,1400
199,25,2.0,2.0,,-1,0.1,3,4000
740,-1,3.0,1.0,,25,1.0,3,1950
886,-1,,1.0,,24,0.2,3,1885
1769,103,1.0,1.0,,9,0.3,3,1850
1703,25,1.0,1.0,485.0,0,0.2,3,2500
2552,39,1.0,1.0,,0,0.2,3,3200
2260,103,2.0,2.0,696.0,9,0.3,3,2250
642,25,1.0,,,0,0.4,3,1500
1367,26,1.0,1.0,,9,0.4,3,1500
2317,-1,3.0,1.0,,14,0.4,3,2700
39,-1,2.0,2.0,,9,0.3,3,2249
2084,95,1.0,1.0,,15,0.3,3,800
797,-1,1.0,1.0,474.0,9,0.3,3,1900
2837,-1,1.0,,597.0,9,0.2,3,1950
797,-1,1.0,1.0,474.0,9,0.3,3,3500
111,-1,3.0,2.0,983.0,9,0.2,3,3800
111,-1,3.0,2.0,983.0,9,0.2,3,5000
813,119,2.0,2.0,,18,0.9,3,1500
2209,-1,1.0,1.0,,0,0.4,3,1875
167,25,1.0,1.0,,0,0.3,3,2400
1551,-1,2.0,2.0,1080.0,9,0.3,3,4950
1551,-1,2.0,2.0,1080.0,9,0.3,3,3500
1551,-1,1.0,1.0,440.0,9,0.3,3,2400
2612,-1,3.0,3.0,,25,0.7,3,2700
2082,113,1.0,1.0,,0,0.6,3,1750
307,25,,1.0,429.0,24,0.3,3,1700
2341,27,2.0,2.0,,0,0.4,3,2650
2688,-1,1.0,1.0,,9,0.5,3,1900
91,25,2.0,2.0,806.0,0,0.2,3,2500
92,25,2.0,2.0,,0,0.2,3,2500
1873,98,,1.0,,24,0.6,3,950
707,57,2.0,1.0,,9,0.7,3,1950
1956,6,,1.0,,24,1.4,3,950
2301,27,1.0,1.0,,0,0.1,3,1650
1639,25,1.0,1.0,605.0,9,0.4,3,2200
1989,25,2.0,2.0,,9,0.2,3,3750
722,-1,1.0,1.0,,9,0.9,3,1250
194,-1,1.0,1.0,,9,0.4,3,1650
341,-1,1.0,1.0,,9,0.4,3,1550
1938,25,,1.0,435.0,24,0.2,3,2500
1106,103,1.0,1.0,,0,0.4,3,2097
787,25,1.0,1.0,460.0,9,0.3,3,1972
9,-1,1.0,1.0,,9,0.4,3,1835
1811,113,2.0,2.0,778.0,9,0.6,3,1950
1363,-1,2.0,1.0,779.0,0,0.9,3,1750
2218,-1,1.0,1.0,,0,0.3,3,2445
1185,25,1.0,1.0,,0,0.2,3,2652
1256,25,2.0,1.0,,0,0.2,3,3200
1998,-1,,1.0,,24,0.3,3,2300
2341,27,3.0,2.0,,0,0.3,3,3285
1992,14,1.0,1.0,,9,1.0,3,1200
48,-1,2.0,1.0,,9,0.4,3,2550
64,-1,3.0,1.0,,9,0.4,3,2865
2607,-1,1.0,1.0,,10,0.4,3,900
1515,25,2.0,2.0,860.0,0,0.3,3,3600
1760,25,1.0,1.0,,9,0.3,3,1846
475,-1,1.0,1.0,551.0,0,0.3,3,2773
297,-1,1.0,,,14,0.4,3,880
1053,27,1.0,1.0,,0,0.3,3,1950
1702,25,1.0,1.0,,0,0.3,3,2750
2543,-1,1.0,1.0,,0,0.7,3,1800
1672,-1,3.0,2.0,,23,0.9,3,2250
2803,-1,2.0,2.0,69.0,0,0.2,3,2100
2242,101,,,150.0,15,0.5,3,1105
1180,25,1.0,1.0,659.0,0,0.2,3,2650
2078,-1,2.0,2.0,,0,0.5,3,1750
1385,-1,2.0,2.0,,0,0.4,3,3000
2217,-1,2.0,2.0,,0,0.3,3,2815
209,25,2.0,1.0,,0,1.8,3,2250
1108,-1,1.0,1.0,,0,0.3,3,2750
1722,106,2.0,2.0,,9,0.5,3,2250
2521,95,2.0,2.0,,0,0.2,3,2200
16,-1,,1.0,511.0,0,0.3,3,2275
2601,-1,1.0,,,9,0.2,3,1599
655,98,1.0,1.0,668.0,0,0.2,3,2000
2182,-1,1.0,1.0,,18,0.9,3,1450
1902,25,2.0,2.0,,9,0.4,3,2500
641,-1,1.0,1.0,462.0,0,0.4,3,2000
27,27,,1.0,452.0,24,0.3,3,1740
1836,99,1.0,1.0,,9,0.4,3,1400
2676,25,2.0,2.0,781.0,0,0.3,3,3650
886,-1,,1.0,,24,0.2,3,1842
399,25,2.0,1.0,,9,0.4,3,2149
666,98,1.0,1.0,,9,0.3,3,1700
23,-1,2.0,2.0,710.0,0,0.3,3,3100
1730,-1,2.0,2.0,,0,0.3,3,4983
2489,-1,4.0,3.0,1292.0,26,1.2,3,2400
2195,-1,2.0,2.0,,9,0.3,3,2830
2195,-1,1.0,1.0,,9,0.3,3,2270
2819,-1,2.0,2.0,850.0,0,0.6,3,2900
2068,-1,2.0,2.0,950.0,0,0.3,3,4500
1815,-1,1.0,1.0,,9,0.6,3,2000
1051,100,3.0,1.0,,25,0.6,3,2350
1948,-1,,1.0,384.0,24,0.2,3,1600
540,-1,2.0,1.0,,9,0.3,3,2200
2338,35,2.0,3.0,936.0,0,3.7,3,3950
1037,100,2.0,1.0,,0,0.6,3,1700
1255,25,2.0,1.0,,9,0.2,3,7000
1835,99,2.0,1.0,,9,0.3,3,2000
751,-1,2.0,1.0,759.0,0,0.3,3,3120
1239,103,2.0,2.0,,0,0.4,3,2500
520,25,1.0,1.0,,0,0.2,3,2383
60,25,1.0,1.0,,0,0.3,3,2300
2548,39,2.0,2.0,850.0,0,0.2,3,4333
2622,-1,1.0,1.0,581.0,9,0.4,3,1700
710,-1,5.0,2.0,,8,0.4,3,3350
2318,115,1.0,4.0,,15,0.6,3,1075
2300,-1,1.0,1.0,,0,0.1,3,1695
1415,27,2.0,2.0,,0,0.5,3,2496
662,-1,,1.0,,9,0.4,3,1750
2760,98,1.0,1.0,,9,0.3,3,1500
2130,-1,3.0,2.0,,0,0.4,3,3500
1378,25,1.0,1.0,431.0,0,0.3,3,1750
778,27,3.0,2.0,963.0,0,0.5,3,3300
778,27,3.0,2.0,1142.0,0,0.5,3,3500
1293,94,2.0,1.0,,9,0.6,3,2297
776,27,3.0,2.0,,0,0.5,3,3500
2441,-1,2.0,1.0,,0,0.4,3,2100
2860,103,1.0,1.0,,9,0.5,3,1350
154,-1,1.0,1.0,,9,0.5,3,1898
2713,103,2.0,2.0,,0,0.3,3,2450
2079,-1,2.0,2.0,,0,0.5,3,1650
119,-1,3.0,2.0,,8,0.6,3,2500
2574,27,1.0,1.0,,9,0.3,3,1725
2291,19,2.0,1.0,,25,1.2,3,1650
1182,25,1.0,1.0,613.0,0,0.3,3,2600
18,26,1.0,1.0,592.0,0,0.3,3,2200
2233,-1,3.0,,,0,0.5,3,2500
1182,25,1.0,1.0,627.0,0,0.2,3,2650
460,25,,,107.0,15,0.3,3,845
491,-1,1.0,1.0,,0,0.4,3,2665
321,101,1.0,1.0,,0,0.7,3,1950
1238,94,2.0,1.0,,7,0.9,3,1703
2767,27,2.0,1.0,,0,0.5,3,2200
403,-1,2.0,1.0,,9,0.5,3,1850
833,94,3.0,3.0,1303.0,0,0.4,3,7200
2597,-1,1.0,1.0,,9,0.5,3,1350
1080,31,2.0,2.0,,9,0.3,3,2925
1334,100,1.0,1.0,,10,0.4,3,1100
2608,-1,3.0,2.0,,0,0.4,3,3100
65,-1,1.0,1.0,,9,0.3,3,2600
2180,-1,1.0,1.0,,9,0.5,3,1950
2608,-1,3.0,2.0,,0,0.4,3,2950
1054,-1,2.0,2.0,859.0,0,0.4,3,2400
1987,-1,2.0,1.0,1044.0,9,0.5,3,2400
662,-1,1.0,1.0,,12,0.4,3,2050
2344,101,1.0,1.0,,0,0.5,3,2167
1864,-1,3.0,1.0,,18,0.4,3,2708
505,-1,1.0,1.0,572.0,0,0.5,3,2350
1960,-1,2.0,1.0,,9,0.4,3,1950
217,-1,4.0,3.0,1600.0,9,0.3,3,4400
1182,25,1.0,1.0,613.0,0,0.2,3,2700
2072,95,2.0,2.0,,0,0.5,3,2700
83,-1,1.0,1.0,,9,0.6,3,2100
542,7,4.0,3.0,,5,0.5,3,5950
262,-1,2.0,1.0,,9,0.5,3,1800
76,25,,1.0,,9,0.2,3,2554
1401,15,2.0,1.0,,9,1.0,3,1700
2231,-1,3.0,1.0,,9,0.5,3,2500
1333,107,,1.0,,15,0.7,3,900
1553,-1,2.0,1.0,673.0,9,0.5,3,1750
11,25,1.0,1.0,,9,0.3,3,2687
1850,25,,1.0,,9,0.2,3,2297
465,-1,1.0,1.0,,9,0.2,3,3141
989,3,1.0,1.0,,0,0.6,3,1400
1244,25,3.0,2.0,,9,0.4,3,3200
1226,26,1.0,1.0,,9,0.5,3,1550
749,27,2.0,2.0,,0,0.4,3,2600
2228,-1,1.0,1.0,,0,0.3,3,1560
2645,99,3.0,2.0,,0,0.3,3,2740
2645,99,2.0,2.0,,0,0.3,3,2197
102,-1,1.0,2.0,,10,0.4,3,910
2644,99,2.0,2.0,,0,0.5,3,2170
11,25,2.0,,,9,0.3,3,4008
807,25,,1.0,,24,0.4,3,1950
2645,99,1.0,1.0,,0,0.3,3,1998
12,25,,,,9,0.4,3,2430
2212,98,,1.0,356.0,0,0.7,3,1500
2644,99,1.0,1.0,,0,0.5,3,1865
246,-1,1.0,1.0,,9,0.4,3,2150
2468,-1,1.0,1.0,,9,0.3,3,2800
103,95,1.0,1.0,,0,0.4,3,2496
2567,-1,4.0,1.0,,9,0.4,3,3003
2293,-1,3.0,3.0,,9,0.3,3,6000
1729,-1,2.0,,,0,0.4,3,2100
1850,25,2.0,2.0,,9,0.2,3,4680
76,25,1.0,1.0,,9,0.2,3,3016
2825,-1,3.0,2.0,,14,0.8,3,2275
1850,25,2.0,2.0,,9,0.2,3,4000
380,-1,2.0,2.0,,9,0.4,3,2300
11,25,2.0,,,9,0.3,3,3792
1850,25,2.0,2.0,,9,0.2,3,3618
2555,-1,1.0,1.0,603.0,9,0.5,3,2097
1708,-1,2.0,1.0,,14,0.9,3,1850
1846,25,2.0,1.0,,0,0.4,3,2350
76,25,,1.0,,9,0.2,3,3050
1850,25,1.0,1.0,,9,0.2,3,2817
2016,-1,3.0,,,14,0.6,3,3250
439,-1,1.0,,,14,0.5,3,730
1140,-1,1.0,1.0,442.0,0,0.4,3,1750
6,25,1.0,1.0,,9,0.2,3,2600
361,103,2.0,2.0,832.0,0,0.4,3,2492
1819,-1,2.0,2.0,,9,0.5,3,4442
2796,-1,2.0,,,14,0.3,3,4030
328,27,1.0,1.0,582.0,12,0.5,3,1950
11,25,2.0,,,9,0.3,3,4312
76,25,2.0,1.0,,9,0.2,3,3792
1753,-1,4.0,1.0,,18,0.4,3,3495
32,-1,1.0,,,14,0.4,3,1798
2474,-1,1.0,,,14,0.5,3,1798
1248,-1,2.0,,,14,1.0,3,2500
76,25,3.0,1.0,,9,0.2,3,6906
1737,31,2.0,1.0,,0,0.5,3,2550
1505,27,2.0,2.0,,0,0.5,3,2400
2796,-1,2.0,,,14,0.3,3,4117
2796,-1,2.0,,,14,0.3,3,4073
54,-1,2.0,1.0,,0,0.9,3,1800
2668,-1,1.0,1.0,,9,0.5,3,1907
1850,25,2.0,2.0,,9,0.2,3,4312
1737,31,3.0,2.0,,0,0.5,3,3400
979,-1,3.0,1.0,,15,0.4,3,850
1850,25,2.0,2.0,,9,0.2,3,4450
979,-1,3.0,1.0,,15,0.4,3,800
916,-1,1.0,1.0,,9,0.4,3,1400
1521,25,2.0,2.0,,0,0.3,3,2800
984,25,,1.0,,24,0.2,3,1695
979,-1,3.0,1.0,,15,0.4,3,750
516,117,,1.0,,9,0.6,3,1100
1533,-1,2.0,2.0,,0,0.4,3,2100
2214,27,2.0,2.0,,9,0.5,3,2500
1237,101,2.0,2.0,680.0,0,0.3,3,2450
1036,-1,3.0,1.0,1131.0,8,0.6,3,2500
2641,103,3.0,1.0,,23,1.0,3,2000
1370,-1,,1.0,136.0,10,0.6,3,1425
1370,-1,,1.0,172.0,10,0.6,3,1425
1414,27,2.0,2.0,793.0,0,0.5,3,2575
2702,-1,1.0,1.0,,9,0.6,3,1400
2598,-1,6.0,4.0,,5,0.6,3,4300
303,-1,2.0,1.0,,0,0.3,3,2100
1861,25,1.0,2.0,,7,0.2,3,3600
2200,-1,2.0,2.0,,9,0.4,3,2752
2642,118,4.0,2.0,,0,0.7,3,4475
2642,118,3.0,2.0,,0,0.7,3,3325
220,25,1.0,1.0,,0,0.2,3,2990
1742,27,2.0,2.0,750.0,0,0.3,3,2000
1526,25,1.0,1.0,560.0,0,0.3,3,2383
1941,94,1.0,1.0,586.0,0,0.4,3,3683
2519,-1,1.0,1.0,585.0,0,0.4,3,2210
1289,25,2.0,2.0,,0,0.2,3,4290
2075,25,2.0,2.0,,0,0.3,3,3500
411,101,2.0,2.0,,9,0.6,3,2250
415,22,1.0,1.0,,9,0.5,3,1600
281,-1,1.0,1.0,,9,0.4,3,1550
992,25,1.0,1.0,,9,0.3,3,1575
43,27,2.0,2.0,,9,0.4,3,2350
2223,-1,1.0,1.0,,0,0.5,3,1749
657,27,2.0,1.0,,9,0.4,3,2099
2453,107,1.0,1.0,,9,0.5,3,1300
17,31,2.0,,,0,0.2,3,3595
193,-1,1.0,1.0,,9,0.4,3,1650
1785,31,3.0,2.0,941.0,0,0.2,3,3645
1024,27,2.0,2.0,,0,0.4,3,2560
1867,32,2.0,1.0,,9,0.8,3,1500
2080,25,1.0,1.0,,9,0.4,3,1900
533,31,1.0,1.0,548.0,0,0.2,3,2785
17,31,1.0,1.0,626.0,0,0.4,3,2688
1197,95,2.0,1.0,,25,0.4,3,2100
2802,31,1.0,1.0,504.0,0,0.2,3,2495
397,-1,2.0,1.0,6125.0,9,0.8,3,1500
1402,99,1.0,1.0,,9,0.6,3,1375
1504,-1,2.0,1.0,,9,0.8,3,1550
2501,-1,,1.0,,9,0.2,3,1300
2185,4,3.0,1.0,,23,0.5,3,1850
2216,-1,1.0,1.0,,9,0.3,3,1899
211,-1,1.0,1.0,,9,0.4,3,1998
335,100,3.0,2.0,,9,0.4,3,2500
1516,-1,1.0,1.0,,0,0.3,3,3000
1803,25,1.0,1.0,,9,0.3,3,1650
1901,25,1.0,1.0,,9,0.4,3,1798
1768,39,,1.0,,24,0.2,3,2800
2126,94,2.0,2.0,,0,0.5,3,2250
1942,94,3.0,3.0,1722.0,9,0.4,3,8697
2069,-1,2.0,2.0,,9,0.3,3,2648
2800,25,2.0,1.0,603.0,25,0.5,3,2050
1055,27,1.0,1.0,611.0,0,0.3,3,1800
1676,20,,1.0,366.0,0,0.2,3,2690
2525,-1,1.0,1.0,,9,0.7,3,1833
207,25,1.0,,544.0,0,0.3,3,1800
2714,-1,1.0,1.0,,0,0.3,3,1550
396,97,2.0,1.0,,0,0.8,3,2000
84,-1,1.0,1.0,,9,0.8,3,2097
823,3,1.0,1.0,,9,1.0,3,1450
2709,-1,2.0,2.0,,9,0.4,3,3597
2665,27,3.0,1.0,,25,0.4,3,2500
1523,25,1.0,1.0,,9,0.3,3,2200
1665,-1,2.0,2.0,,25,0.2,3,2500
2797,25,2.0,2.0,973.0,9,0.3,3,4030
1939,25,1.0,1.0,,0,0.2,3,3400
651,-1,1.0,1.0,,0,0.3,3,1750
1670,20,1.0,1.0,,0,0.3,3,1550
2227,-1,1.0,1.0,,9,0.3,3,1700
1952,25,2.0,3.0,,0,0.3,3,2600
1411,26,2.0,,641.0,9,0.3,3,2200
2329,27,2.0,2.0,,9,0.4,3,2350
216,-1,2.0,1.0,708.0,9,0.4,3,2600
2674,-1,1.0,1.0,,9,0.6,3,1700
2683,27,2.0,1.0,,0,0.3,3,1998
456,26,1.0,1.0,462.0,9,0.5,3,1600
1142,56,,,,24,0.8,3,1450
2675,115,1.0,1.0,,9,0.6,3,1700
1630,56,1.0,1.0,,9,0.8,3,1300
2596,-1,,1.0,382.0,24,0.3,3,2384
2596,-1,,1.0,382.0,24,0.3,3,3250
549,104,1.0,1.0,,0,1.0,3,1399
2407,-1,2.0,1.0,,9,0.4,3,2496
545,100,2.0,2.0,556.0,9,0.5,3,1900
1934,-1,2.0,1.0,,9,0.5,3,1950
2798,-1,1.0,1.0,681.0,0,0.3,3,2903
978,-1,2.0,2.0,872.0,0,0.4,3,2100
2797,25,1.0,1.0,695.0,9,0.3,3,2903
1502,118,2.0,2.0,,0,0.3,3,2450
2554,29,3.0,1.0,,0,0.4,3,2600
766,110,2.0,1.0,,9,0.6,3,2000
1514,-1,1.0,1.0,,0,0.2,3,2401
1897,25,6.0,5.0,,25,0.4,3,4500
2334,97,3.0,1.0,,23,0.8,3,2500
1386,-1,3.0,1.0,,9,0.4,3,2700
332,-1,1.0,1.0,,9,0.5,3,2600
1859,25,2.0,2.0,,9,0.2,3,4117
1860,25,3.0,3.0,,9,0.2,3,6933
2556,25,2.0,2.0,,9,0.3,3,3467
1118,112,1.0,1.0,,9,0.5,3,1495
777,27,3.0,2.0,,0,0.5,3,3397
2408,-1,2.0,1.0,,7,0.5,3,2500
795,-1,5.0,4.0,,14,0.6,3,3500
819,25,2.0,2.0,,0,0.4,3,3000
1181,25,1.0,1.0,,0,0.2,3,2700
1686,94,4.0,2.0,,5,0.9,3,3467
1758,-1,2.0,1.0,926.0,25,0.4,3,2197
1662,98,2.0,2.0,,25,2.1,3,2400
2572,94,2.0,1.0,,0,0.8,3,2350
347,27,1.0,1.0,,9,0.4,3,1825
664,113,3.0,2.0,,9,1.1,3,3600
664,113,2.0,1.0,,9,1.1,3,2800
664,113,2.0,1.0,,18,1.1,3,3000
1184,25,2.0,2.0,,9,0.2,3,3990
821,119,3.0,2.0,,9,0.7,3,2350
178,-1,3.0,2.0,,9,0.4,3,3250
320,-1,2.0,2.0,,0,0.2,3,2492
1961,26,2.0,2.0,593.0,0,0.4,3,2000
1362,25,1.0,1.0,,0,0.4,3,1950
2328,107,2.0,1.0,,13,0.7,3,1800
1091,17,1.0,1.0,,9,1.1,3,1300
1770,56,2.0,1.0,,0,1.1,3,1750
225,25,3.0,2.0,,0,0.3,3,3000
1092,94,3.0,2.0,,0,1.0,3,3250
1517,25,,1.0,453.0,24,0.3,3,2323
177,30,3.0,2.0,,9,0.4,3,3250
1121,-1,3.0,2.0,,9,0.8,3,4299
2826,-1,,1.0,,24,0.6,3,1100
2434,-1,3.0,1.0,,9,0.7,3,11700
2259,-1,3.0,1.0,,9,0.9,3,2847
155,-1,2.0,2.0,,0,0.2,3,3900
1276,-1,2.0,1.0,675.0,9,0.2,3,2400
176,29,3.0,2.0,,0,0.4,3,3250
327,-1,2.0,1.0,,0,0.4,3,1800
176,29,3.0,2.0,,0,0.4,3,3250
1197,95,2.0,1.0,,25,0.4,3,2000
1640,-1,3.0,1.0,1141.0,0,0.6,3,2995
799,-1,3.0,1.0,,9,0.5,3,2999
466,29,2.0,2.0,840.0,0,0.4,3,4700
1031,113,2.0,1.0,,0,0.6,3,2100
1638,25,2.0,2.0,,9,0.3,3,2100
519,25,,1.0,,0,0.2,3,1900
1625,-1,2.0,1.0,732.0,9,0.3,3,1895
2704,101,2.0,1.0,,18,0.7,3,1798
562,-1,2.0,2.0,,9,0.3,3,4117
1254,25,1.0,1.0,,0,0.2,3,2650
2218,-1,1.0,1.0,,0,0.3,3,2370
241,-1,2.0,1.0,,0,0.8,3,1900
286,98,6.0,3.0,,23,0.5,3,4500
425,112,2.0,1.0,,25,0.6,3,1750
1701,-1,2.0,1.0,926.0,9,0.2,3,3597
904,-1,1.0,1.0,,0,0.5,3,1600
373,-1,2.0,1.0,,9,0.2,3,2000
2309,-1,3.0,2.0,,9,0.4,3,2600
1806,98,1.0,1.0,,9,0.6,3,1500
963,-1,1.0,1.0,570.0,0,0.5,3,1700
1290,25,,1.0,,0,0.2,3,2492
2348,26,2.0,2.0,848.0,0,0.4,3,2375
8,27,2.0,2.0,,0,0.2,3,2450
1383,-1,3.0,,,9,1.8,3,2850
2349,26,2.0,2.0,,0,0.4,3,2500
1877,-1,3.0,1.0,,25,1.0,3,1950
1847,-1,1.0,1.0,,0,0.4,3,1700
2339,-1,2.0,,,9,0.3,3,1900
2235,-1,2.0,1.0,775.0,0,0.5,3,2500
560,-1,2.0,2.0,,0,0.3,3,4095
135,94,1.0,1.0,,18,0.9,3,1650
175,-1,3.0,1.0,,9,0.3,3,3300
558,-1,2.0,2.0,966.0,0,0.3,3,4073
1241,-1,1.0,1.0,,0,0.6,3,2250
2285,25,,1.0,,24,0.3,3,1700
2491,-1,1.0,1.0,,0,0.2,3,2100
2854,93,3.0,1.0,,8,1.0,3,2300
2669,101,2.0,2.0,,0,0.7,3,2500
170,-1,1.0,1.0,,9,0.4,3,1650
2513,25,1.0,1.0,,9,0.2,3,4000
1887,26,2.0,1.0,,9,0.5,3,2300
2839,-1,2.0,2.0,,9,0.4,3,2500
955,114,2.0,1.0,,9,0.5,3,1800
1067,103,1.0,4.0,,15,0.9,3,850
1262,-1,3.0,2.0,,9,0.4,3,3500
374,-1,2.0,1.0,,9,0.3,3,1650
601,-1,3.0,2.0,,9,0.3,3,2999
238,98,1.0,1.0,,9,0.3,3,1650
395,98,1.0,1.0,,10,0.3,3,656
33,56,2.0,2.0,,0,1.7,3,1900
719,94,3.0,2.0,,9,0.8,3,4333
2853,93,3.0,1.0,,23,1.0,3,2300
2331,113,2.0,1.0,,9,0.8,3,1900
782,57,1.0,1.0,424.0,9,0.7,3,1250
2210,118,1.0,1.0,526.0,9,0.6,3,2000
476,116,1.0,1.0,,9,0.5,3,1250
756,-1,2.0,,,9,0.3,3,1900
384,25,1.0,1.0,,0,0.4,3,2097
2500,98,1.0,1.0,,9,0.2,3,1500
